Ordering,Tiff,Score,KLP score,LW score,SJ score,check,1+ Step Diff,Orginial ARVO Score,Comments
769,20200630mouse7_OD_L_4_90_0000070_Structure_0001 ra1.TIFF,2,2,2,2,x,,,
770,20200630mouse7_OD_L_4_90_0000090_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
771,20200630mouse9_OD_L_4_90_0000026_Structure_0001 ra10h.TIFF,3,3,3,3,x,,,
772,20200630mouse9_OD_L_4_90_0000056_Structure_0001 ra1.TIFF,4,4,4,4,x,,,
773,20200630mouse9_OD_L_4_90_0000076_Structure_0001 RA2.TIFF,4,3,3,3,,,,scored as 3 but given 4; file name changed to reflect score 11/7/24
774,20200630mouse12_OD_L_4_90_0000036_Structure_0001 ra10h.TIFF,2,2,2,2,x,,,
775,20200630mouse12_OD_L_4_90_0000046_Structure_0001 ra1.TIFF,1,1,1,2,x,,,
776,20200630mouse12_OD_L_4_90_0000076_Structure_0001 RA2.TIFF,2,2,2,2,3,,,
777,20200129mouse1_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,3,x,,,
778,20200129mouse2_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
779,20200129mouse3_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,3,2,x,,,
780,20200129mouse4_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
781,20200130mouse5_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,3,x,,,
782,20200220mouse1_OD_L_4_90_0000036_Structure_0001 RA53.TIFF,1,1,2,1,x,,,
783,20200220mouse2_OD_L_4_90_0000026_Structure_0001 RA53.TIFF,1,1,2,1,2,,,
784,20200220mouse3_OD_L_4_90_0000036_Structure_0001 RA53.TIFF,3,3,3,1,x,,,
785,20200220mouse4_OD_L_4_90_0000026_Structure_0001 RA53.TIFF,0,0,0,0,x,,,
786,20200220mouse5_OD_L_4_90_0000042_Structure_0001 RA53.TIFF,0.5,0.5,0.5,0.5,x,,,
787,20200220mouse6_OD_L_4_90_0000026_Structure_0001 RA53.TIFF,2,2,2,2,x,,,
788,20200220mouse9_OD_L_4_90_0000026_Structure_0001 RA53.TIFF,1,1,1,1,x,,,
789,20200220mouse10_OD_L_4_90_0000036_Structure_0001 RA53.TIFF,0,0,0,0,0.5,,,lens isn't clear
790,20200303mouse1_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,3,4,3,4,,,
791,20200303mouse2_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,same image as 213
792,20200303mouse3_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,2,2,2,2,x,,,same image as 214
793,20200303mouse4_OD_L_4_90_0000066_Structure_0001 RA1.TIFF,1,1,1,2,2,,,same image as 215 
794,20200707mouse1_OD_L_4_90_0000036_Structure_0001 RA10H.TIFF,2,2,2,2,x,,,
795,20200707mouse1_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
796,20200707mouse1_OD_L_4_90_0000076_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
797,20200707mouse2_OD_L_4_90_0000026_Structure_0001 RA10H.TIFF,2,3,2,2,x,,,
798,20200707mouse2_OD_L_4_90_0000046_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
799,20200707mouse2_OD_L_4_90_0000066_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
800,20200707mouse6_OD_L_4_90_0000046_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
801,20200707mouse7_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
802,20200707mouse7_OD_L_4_90_0000076_Structure_0001 RA2.TIFF,3,3,3,3,x,,,
803,20200707mouse8_OD_L_4_90_0000026_Structure_0001 RA10H.TIFF,2,1,2,2,x,,,
804,20200707mouse8_OD_L_4_90_0000046_Structure_0001 RA1.TIFF,2,0,0,0.5,2,x,0,hypopyon?
805,20200707mouse10_OD_L_4_90_0000046_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
806,20200714mouse1_OD_L_4_90_0000063_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
807,20200714mouse1_OD_L_4_90_0000103_Structure_0001 RA2.TIFF,1,1,1,1,x,,,
808,20200714mouse2_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,1,2,1,1,x,,,
809,20200714mouse2_OD_L_4_90_0000083_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
810,20200714mouse3_OD_L_4_90_0000066_Structure_0001 RA2.TIFF,3,3,3,3,x,,,
811,20200714mouse6_OD_L_4_90_0000046_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0,x,,,
812,20200714mouse6_OD_L_4_90_0000066_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0,x,,,
813,20200714mouse7_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,0.5,0,0.5,0.5,x,,,
814,20200714mouse7_OD_L_4_90_0000076_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
815,20200714mouse8_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
816,20200714mouse8_OD_L_4_90_0000066_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
817,20200714mouse10_OD_L_4_90_0000056_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
818,20200714mouse10_OD_L_4_90_0000066_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0,x,,,
819,20200729mouse1_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,1,1,2,1,x,,,
820,20200729mouse1_OD_L_4_90_0000096_Structure_0001 RA6.TIFF,0,0,0,0.5,0.5,,,
821,20200729mouse1_OD_L_4_90_0000116_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
822,20200729mouse1_OD_L_4_90_0000136_Structure_0001 RA14.TIFF,0.5,0.5,0,0.5,x,,,
823,20200729mouse1_OD_L_4_90_0000156_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
824,20200729mouse1_OD_L_4_90_0000176_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
825,20200729mouse2_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,2,2,2,1,x,,,
826,20200729mouse2_OD_L_4_90_0000096_Structure_0001 RA6.TIFF,0.5,0,0.5,0.5,x,,,
827,20200729mouse2_OD_L_4_90_0000106_Structure_0001 RA7.TIFF,0,0,0,0.5,x,,,
828,20200729mouse3_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,2,2,2,1,x,,,
829,20200729mouse3_OD_L_4_90_0000086_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
830,20200729mouse3_OD_L_4_90_0000120_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
831,20200729mouse3_OD_L_4_90_0000160_Structure_0001 RA 21.TIFF,0,0,0,0.5,x,,,
832,20200729mouse3_OD_L_4_90_0000180_Structure_0001 RA28.TIFF,0,0,0,0.5,x,,,
833,20190404mouse2F_OD_L_4_90_0000086_Structure_0001 RA28.TIFF,0,2,2,0.5,0,x,2,misnamed? no way we all missed this
834,20200224mouse2_OD_L_4_90_0000066_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
835,20200224mouse2_OD_L_4_90_0000106_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
836,20200224mouse1_OD_L_4_90_0000096_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
837,20200224mouse1_OD_L_4_90_0000136_Structure_0001 RA2.TIFF,1,1,1,1,x,,,
838,20200224mouse3_OD_L_4_90_0000096_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
839,20200224mouse3_OD_L_4_90_0000136_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
840,20200224mouse4_OD_L_4_90_0000082_Structure_0001 RA1.TIFF,4,4,4,4,x,,,"duplicate image in ""Unwanted files"" folder "
841,20200224mouse4_OD_L_4_90_0000098_Structure_0001 RA2.TIFF,4,4,4,4,x,,,
842,20200224mouse5_OD_L_4_90_0000070_Structure_0001 RA1.TIFF,4,4,4,4,x,,,"duplicate image in ""Unwanted files"" folder "
843,20200224mouse5_OD_L_4_90_0000090_Structure_0001 RA2.TIFF,4,4,4,4,x,,,
844,20200224mouse1_OD_L_4_90_0000066_Structure_0001 RA10H.TIFF,2,2,2,2,x,,,
845,20200224mouse2_OD_L_4_90_0000016_Structure_0001 RA10H.TIFF,2,2,2,2,x,,,
846,20200224mouse3_OD_L_4_90_0000076_Structure_0001 RA10H.TIFF,1,1,1,1,x,,,
847,20200224mouse4_OD_L_4_90_0000052_Structure_0001 RA10H.TIFF,2,2,2,2,3,,,
848,20190404mouse2F_OD_L_4_90_0000006_Structure_0001 ra1.TIFF,3,3,3,4,x,,,
849,20190404mouse2F_OD_L_4_90_0000056_Structure_0001 ra7.TIFF,1,1,1,3,2,,,
850,20190402mouse3_OD_L_4_90_0000056_Structure_0001 ra7.TIFF,3,3,3,3,x,,,
851,20190402mouse4_OD_L_4_90_0000026_Structure_0001 ra1.TIFF,0,2,2,3,0,x,2,misnamed? no way we all missed this
852,20200609mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
853,20200609mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,3,2,x,,,
854,20200609mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,0,2,x,,,
855,20200609mouse12_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
856,20200609mouse15_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,3,4,3,x,,,
857,20200609mouse16_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
858,20200729mouse7_OD_L_4_90_0000026_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
859,20200729mouse1_OD_L_4_90_0000016_Structure_0001 ra1.TIFF,2,2,2,2,x,,,
860,20200729mouse1_OD_L_4_90_0000036_Structure_0001 ra2.TIFF,2,2,2,2,x,,,
861,20200729mouse2_OD_L_4_90_0000026_Structure_0001 ra2.TIFF,3,3,3,3,x,,,
862,20200729mouse3_OD_L_4_90_0000026_Structure_0001 ra2.TIFF,2,2,2,1,x,,,
863,20190806mouse4_OD_L_4_90_0000106_Structure_0001 RA14.TIFF,0.5,0,0.5,0.5,0,,,
864,20190806mouse9_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
865,20190806mouse9_OD_L_4_90_0000126_Structure_0001 RA28.TIFF,0.5,0.5,1,0.5,x,,,
866,20200207mouse3_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,1,x,,,
